x,y,value
168,3,0.128939828
169,3,0.126074499
170,3,0.126074499
171,3,0.12034384
172,3,0.11747851
173,3,0.108882521
174,3,0.108882521
175,3,0.106017192
176,3,0.106017192
177,3,0.106017192
178,3,0.103151862
179,3,0.103151862
180,3,0.065902579
181,3,0.048710602
182,3,0.042979943
183,3,0.040114613
184,3,0.034383954
185,3,0.031518625
186,3,0.025787966
187,3,0.022922636
188,3,0.022922636
189,3,0.017191977
190,3,0.017191977
191,3,0
192,3,0
193,3,0
194,3,0
